timestamp,symbol,open,high,low,close,volume
2024-01-02T06:00:00Z,BTC/USD,44396.48116954,44554.07768470,44376.65025591,44534.18526174,111.68317457
2024-01-02T07:00:00Z,BTC/USD,44534.18526174,44601.05007876,44530.39494042,44597.25438960,95.26477146
2024-01-02T08:00:00Z,BTC/USD,44597.25438960,44743.86037500,44596.58751364,44743.19131680,118.84313510
2024-01-02T09:00:00Z,BTC/USD,44743.19131680,44831.57484194,44740.58236556,44828.96088952,108.82887277
2024-01-02T10:00:00Z,BTC/USD,44828.96088952,44907.20388652,44803.66731675,44881.88045526,90.67300760
2024-01-02T11:00:00Z,BTC/USD,44881.88045526,44954.55654533,44873.42866916,44946.09266732,97.39061003
2024-01-02T12:00:00Z,BTC/USD,44946.09266732,44962.07019883,44882.89146915,44898.85220752,115.03411762
2024-01-02T13:00:00Z,BTC/USD,44898.85220752,45000.74050746,44872.49123033,44974.33521275,87.14607522
2024-01-02T14:00:00Z,BTC/USD,44974.33521275,45172.19725529,44950.60898648,45148.37921205,91.93779166
2024-01-02T15:00:00Z,BTC/USD,45148.37921205,45205.66743105,45124.67387895,45181.94447438,86.11357074
2024-01-02T16:00:00Z,BTC/USD,45181.94447438,45296.66894456,45153.90254054,45268.57324503,111.14505915
2024-01-02T17:00:00Z,BTC/USD,45268.57324503,45348.39793577,45268.42811489,45348.25255017,92.96624228
2024-01-02T18:00:00Z,BTC/USD,45348.25255017,45560.53568086,45341.88473691,45554.13895697,115.14887511
2024-01-02T19:00:00Z,BTC/USD,45554.13895697,45676.19247336,45537.12721543,45659.14151965,82.31700666
2024-01-02T20:00:00Z,BTC/USD,45659.14151965,45875.50176974,45620.76693030,45836.97771654,83.42613808
2024-01-02T21:00:00Z,BTC/USD,45836.97771654,45899.49636255,45836.21462476,45898.73224267,110.42408661
2024-01-02T22:00:00Z,BTC/USD,45898.73224267,45996.21178798,45886.76071386,45984.21796237,99.01129512
2024-01-02T23:00:00Z,BTC/USD,45984.21796237,46031.34596655,45978.66312081,46025.78610360,114.89732164
2024-01-03T00:00:00Z,BTC/USD,46025.78610360,46082.26604966,46018.41296033,46074.88504094,101.57184355
2024-01-03T01:00:00Z,BTC/USD,46074.88504094,46168.50277096,46059.56795368,46153.15966217,92.46865165
2024-01-03T02:00:00Z,BTC/USD,46153.15966217,46317.45910470,46152.14087325,46316.43671159,97.52400336
2024-01-03T03:00:00Z,BTC/USD,46316.43671159,46373.04775900,46315.14046964,46371.74996902,88.98789348
2024-01-03T04:00:00Z,BTC/USD,46371.74996902,46442.55456690,46345.47146007,46416.25083965,89.20458930
2024-01-03T05:00:00Z,BTC/USD,46416.25083965,46512.54437579,46407.49978221,46503.77681670,105.24411829
2024-01-03T06:00:00Z,BTC/USD,46503.77681670,46653.63637465,46453.72026212,46603.47250787,114.38541601
2024-01-03T07:00:00Z,BTC/USD,46603.47250787,46731.99093515,46596.07370331,46724.57290460,106.75911113
2024-01-03T08:00:00Z,BTC/USD,46724.57290460,46827.49070314,46712.43905504,46815.33328413,117.42056962
2024-01-03T09:00:00Z,BTC/USD,46815.33328413,46853.71161179,46803.90129152,46842.27304067,111.38477697
2024-01-03T10:00:00Z,BTC/USD,46842.27304067,46953.77253982,46828.03275127,46939.50269211,83.87723257
2024-01-03T11:00:00Z,BTC/USD,46939.50269211,46980.67874653,46929.16074289,46970.33000527,98.68098672
2024-01-03T12:00:00Z,BTC/USD,46970.33000527,47078.70685107,46935.50091210,47043.82326172,119.36660845
2024-01-03T13:00:00Z,BTC/USD,47043.82326172,47189.07537278,47029.98150992,47175.19496735,93.57210422
2024-01-03T14:00:00Z,BTC/USD,47175.19496735,47301.39660713,47161.57225273,47287.74139263,87.60835634
2024-01-03T15:00:00Z,BTC/USD,47287.74139263,47324.38192645,47279.88774929,47316.52350292,91.14180579
2024-01-03T16:00:00Z,BTC/USD,47316.52350292,47455.55625637,47262.91363786,47401.84971627,97.72522980
2024-01-03T17:00:00Z,BTC/USD,47401.84971627,47556.47178638,47378.92390975,47533.48231603,82.02353318
2024-01-03T18:00:00Z,BTC/USD,47533.48231603,47727.71414695,47533.27856016,47727.50955938,118.75985029
2024-01-03T19:00:00Z,BTC/USD,47727.50955938,47933.80368430,47706.81027827,47913.02394615,86.65244442
2024-01-03T20:00:00Z,BTC/USD,47913.02394615,47961.05417920,47911.52706838,47959.55584770,96.04161170
2024-01-03T21:00:00Z,BTC/USD,47959.55584770,48106.74328758,47951.12623337,48098.28928876,119.41235375
2024-01-03T22:00:00Z,BTC/USD,48098.28928876,48217.20992535,48056.37390214,48175.22749073,98.20033469
2024-01-03T23:00:00Z,BTC/USD,48175.22749073,48203.36545543,48105.29587983,48133.40941962,119.81690758
2024-01-04T00:00:00Z,BTC/USD,48133.40941962,48146.83366295,48120.25673601,48133.68090516,86.19187301
2024-01-04T01:00:00Z,BTC/USD,48133.68090516,48237.03483782,48073.03892777,48176.33911681,103.16721163
2024-01-04T02:00:00Z,BTC/USD,48176.33911681,48186.81818850,48159.95005019,48170.42783609,82.28661092
2024-01-04T03:00:00Z,BTC/USD,48170.42783609,48212.50908385,48156.05978393,48198.13276799,114.10879568
2024-01-04T04:00:00Z,BTC/USD,48198.13276799,48417.18237103,48146.88494327,48365.75631653,83.20445861
2024-01-04T05:00:00Z,BTC/USD,48365.75631653,48513.41672524,48335.84812338,48483.43576202,107.00850214
2024-01-04T06:00:00Z,BTC/USD,48483.43576202,48585.65653825,48471.23738435,48573.43551674,115.61149257
2024-01-04T07:00:00Z,BTC/USD,48573.43551674,48695.41321027,48540.81218398,48662.72990480,104.77526041
2024-01-04T08:00:00Z,BTC/USD,48662.72990480,48678.38492844,48491.97004238,48507.57515202,100.91130862
2024-01-04T09:00:00Z,BTC/USD,48507.57515202,48514.11428554,48449.81293687,48456.34516425,108.64767203
2024-01-04T10:00:00Z,BTC/USD,48456.34516425,48480.60444434,48349.05195995,48373.26964895,106.86760892
2024-01-04T11:00:00Z,BTC/USD,48373.26964895,48393.32468356,48250.54722596,48270.55967813,110.07457970
2024-01-04T12:00:00Z,BTC/USD,48270.55967813,48282.32316348,48229.50625830,48241.26260399,119.93817763
2024-01-04T13:00:00Z,BTC/USD,48241.26260399,48241.49335510,48176.77290525,48177.00334900,88.52617249
2024-01-04T14:00:00Z,BTC/USD,48177.00334900,48232.79644639,48021.77918362,48077.45699781,115.23456695
2024-01-04T15:00:00Z,BTC/USD,48077.45699781,48093.33973591,48015.27112175,48031.13855822,86.30987329
2024-01-04T16:00:00Z,BTC/USD,48031.13855822,48063.52228224,47957.46725845,47989.82312664,104.46711063
2024-01-04T17:00:00Z,BTC/USD,47989.82312664,47992.62432139,47984.26905475,47987.07008881,80.31292429
2024-01-04T18:00:00Z,BTC/USD,47987.07008881,48005.53730756,47902.13101427,47920.57264233,106.53554860
2024-01-04T19:00:00Z,BTC/USD,47920.57264233,47925.38987005,47858.14080985,47862.95224526,84.61714682
2024-01-04T20:00:00Z,BTC/USD,47862.95224526,47881.87715339,47814.91866750,47833.83206157,90.89392849
2024-01-04T21:00:00Z,BTC/USD,47833.83206157,47857.11138881,47652.34196022,47675.54425341,88.14389249
2024-01-04T22:00:00Z,BTC/USD,47675.54425341,47689.48486013,47546.03883600,47559.94564102,99.54127409
2024-01-04T23:00:00Z,BTC/USD,47559.94564102,47591.57331776,47534.16669855,47565.79120682,83.69193871
2024-01-05T00:00:00Z,BTC/USD,47565.79120682,47574.63377836,47430.60838118,47439.42746146,80.14182756
2024-01-05T01:00:00Z,BTC/USD,47439.42746146,47472.90370958,47331.33714574,47364.76070430,90.47821050
2024-01-05T02:00:00Z,BTC/USD,47364.76070430,47394.71336361,47245.64310137,47275.53933863,97.10747676
2024-01-05T03:00:00Z,BTC/USD,47275.53933863,47276.10704071,47212.27415046,47212.84109964,115.32425573
2024-01-05T04:00:00Z,BTC/USD,47212.84109964,47229.67126274,47169.62058300,47186.44133526,113.38380080
2024-01-05T05:00:00Z,BTC/USD,47186.44133526,47193.06035247,47067.05593938,47073.65913621,85.09782077
2024-01-05T06:00:00Z,BTC/USD,47073.65913621,47120.71819793,46898.70223944,46945.63331503,111.84489220
2024-01-05T07:00:00Z,BTC/USD,46945.63331503,46984.21346585,46899.84702345,46938.42124736,88.40306153
2024-01-05T08:00:00Z,BTC/USD,46938.42124736,46949.35237934,46843.09813200,46854.00960599,111.20464967
2024-01-05T09:00:00Z,BTC/USD,46854.00960599,46869.92926078,46796.63227758,46812.53784145,104.82646041
2024-01-05T10:00:00Z,BTC/USD,46812.53784145,46857.08354971,46756.83539946,46801.37048112,114.58422785
2024-01-05T11:00:00Z,BTC/USD,46801.37048112,46824.82641733,46795.01054916,46818.46416248,115.25664819
2024-01-05T12:00:00Z,BTC/USD,46818.46416248,46830.77801989,46812.53344751,46824.84649644,93.28741872
2024-01-05T13:00:00Z,BTC/USD,46824.84649644,46850.07037259,46807.09515717,46832.31620154,114.56256114
2024-01-05T14:00:00Z,BTC/USD,46832.31620154,46849.43668922,46747.41488241,46764.51058239,111.49498037
2024-01-05T15:00:00Z,BTC/USD,46764.51058239,46798.69321842,46734.71916548,46768.89900587,114.34373005
2024-01-05T16:00:00Z,BTC/USD,46768.89900587,46811.32280150,46660.16502452,46702.52861596,98.41212939
2024-01-05T17:00:00Z,BTC/USD,46702.52861596,46741.64717675,46545.51657884,46584.53630795,89.10381950
2024-01-05T18:00:00Z,BTC/USD,46584.53630795,46586.79682914,46534.64412165,46536.90233139,93.13047805
2024-01-05T19:00:00Z,BTC/USD,46536.90233139,46594.84713899,46491.17232194,46549.10513832,91.16499971
2024-01-05T20:00:00Z,BTC/USD,46549.10513832,46567.36082740,46411.54389892,46429.75278024,119.24598749
2024-01-05T21:00:00Z,BTC/USD,46429.75278024,46442.14768975,46205.37445838,46217.71276159,84.61367007
2024-01-05T22:00:00Z,BTC/USD,46217.71276159,46220.39290665,46166.03041832,46168.70772160,118.50137263
2024-01-05T23:00:00Z,BTC/USD,46168.70772160,46179.71391841,46072.04321986,46083.02899165,97.38255034
2024-01-06T00:00:00Z,BTC/USD,46083.02899165,46102.83956140,45973.85892148,45993.63106007,104.24835413
2024-01-06T01:00:00Z,BTC/USD,45993.63106007,45995.25770048,45854.92148005,45856.54327213,103.06352174
2024-01-06T02:00:00Z,BTC/USD,45856.54327213,45892.54297384,45735.50418004,45771.43706908,80.06765113
2024-01-06T03:00:00Z,BTC/USD,45771.43706908,45784.26538009,45737.19461397,45750.01692158,108.77719997
2024-01-06T04:00:00Z,BTC/USD,45750.01692158,45784.06505282,45629.54649547,45663.53026150,94.56885887
2024-01-06T05:00:00Z,BTC/USD,45663.53026150,45677.88745322,45640.23821727,45654.59259887,93.20800144
2024-01-06T06:00:00Z,BTC/USD,45654.59259887,45695.37775777,45490.17084490,45530.84545530,108.79017052
2024-01-06T07:00:00Z,BTC/USD,45530.84545530,45549.45892452,45415.70095330,45434.27494352,96.33571634
2024-01-06T08:00:00Z,BTC/USD,45434.27494352,45445.22113508,45304.24578806,45315.16328281,85.09151196
2024-01-06T09:00:00Z,BTC/USD,45315.16328281,45340.95118974,45094.58803532,45120.26502975,107.09271781
2024-01-06T10:00:00Z,BTC/USD,45120.26502975,45138.15191203,45082.50060188,45100.37960104,92.03799498
2024-01-06T11:00:00Z,BTC/USD,45100.37960104,45100.57023758,45017.53582198,45017.72610915,91.47654867
2024-01-06T12:00:00Z,BTC/USD,45017.72610915,45030.36843328,44859.73101933,44872.33251259,106.18822495
2024-01-06T13:00:00Z,BTC/USD,44872.33251259,44877.62229708,44729.51220912,44734.78577888,88.54805604
2024-01-06T14:00:00Z,BTC/USD,44734.78577888,44742.85511007,44532.36819622,44540.40246424,111.84099041
2024-01-06T15:00:00Z,BTC/USD,44540.40246424,44548.60913818,44462.91359729,44471.10750347,100.61808040
2024-01-06T16:00:00Z,BTC/USD,44471.10750347,44486.00569408,44343.84442225,44358.70495707,112.73693858
2024-01-06T17:00:00Z,BTC/USD,44358.70495707,44391.85716628,44246.33531911,44279.42827959,88.98562664
2024-01-06T18:00:00Z,BTC/USD,44279.42827959,44284.10256045,44198.77201167,44203.43827077,89.79370176
2024-01-06T19:00:00Z,BTC/USD,44203.43827077,44210.13349696,44015.18600600,44021.85372867,82.91312917
2024-01-06T20:00:00Z,BTC/USD,44021.85372867,44037.74231176,43862.81260169,43878.64949881,87.77740947
2024-01-06T21:00:00Z,BTC/USD,43878.64949881,43902.83005954,43755.20493232,43779.33076068,89.75937758
2024-01-06T22:00:00Z,BTC/USD,43779.33076068,43781.24853307,43695.53034756,43697.44453289,110.03857906
2024-01-06T23:00:00Z,BTC/USD,43697.44453289,43707.73563195,43611.64326714,43621.91657877,97.00584776
2024-01-07T00:00:00Z,BTC/USD,43621.91657877,43670.98195145,43553.52961307,43602.57322859,100.71831002
2024-01-07T01:00:00Z,BTC/USD,43602.57322859,43607.69544269,43556.63020364,43561.74762175,113.93345389
2024-01-07T02:00:00Z,BTC/USD,43561.74762175,43572.32807261,43382.29910251,43392.83852806,106.70310930
2024-01-07T03:00:00Z,BTC/USD,43392.83852806,43395.05693374,43382.36517960,43384.58316324,118.00158434
2024-01-07T04:00:00Z,BTC/USD,43384.58316324,43403.41989051,43343.31899574,43362.14598124,108.77095845
2024-01-07T05:00:00Z,BTC/USD,43362.14598124,43363.37231500,43184.86772071,43186.08907537,101.91487802
2024-01-07T06:00:00Z,BTC/USD,43186.08907537,43207.53324481,43155.19973104,43176.63920812,98.98697747
2024-01-07T07:00:00Z,BTC/USD,43176.63920812,43192.88252930,43080.45410573,43096.66734098,105.50645747
2024-01-07T08:00:00Z,BTC/USD,43096.66734098,43122.69415725,42999.33659460,43025.32032318,105.06993748
2024-01-07T09:00:00Z,BTC/USD,43025.32032318,43033.85728626,42936.16179156,42944.68275476,91.42912603
2024-01-07T10:00:00Z,BTC/USD,42944.68275476,42963.35525786,42842.59345689,42861.22967428,101.60608890
2024-01-07T11:00:00Z,BTC/USD,42861.22967428,42873.10382124,42796.29015828,42808.14960010,107.75799249
2024-01-07T12:00:00Z,BTC/USD,42808.14960010,42815.65812618,42718.53918014,42726.03330307,96.30397479
2024-01-07T13:00:00Z,BTC/USD,42726.03330307,42731.89274023,42592.02087209,42597.86273197,88.27337558
2024-01-07T14:00:00Z,BTC/USD,42597.86273197,42620.08149941,42401.85308661,42423.98115856,103.36317657
2024-01-07T15:00:00Z,BTC/USD,42423.98115856,42463.37087549,42274.64613870,42313.93367901,110.62378304
2024-01-07T16:00:00Z,BTC/USD,42313.93367901,42387.63800503,42312.36264557,42386.06429352,94.07035211
2024-01-07T17:00:00Z,BTC/USD,42386.06429352,42506.13627395,42344.54045066,42464.53555610,118.13721354
2024-01-07T18:00:00Z,BTC/USD,42464.53555610,42484.29653308,42447.37495355,42467.13488010,101.84529239
2024-01-07T19:00:00Z,BTC/USD,42467.13488010,42523.97721390,42458.07865033,42514.91079579,88.77686538
2024-01-07T20:00:00Z,BTC/USD,42514.91079579,42582.07501392,42512.88664134,42580.04775826,93.44518175
2024-01-07T21:00:00Z,BTC/USD,42580.04775826,42653.87689381,42560.48944811,42634.29366687,86.60178925
2024-01-07T22:00:00Z,BTC/USD,42634.29366687,42687.12860298,42632.02715341,42684.85940135,104.89027844
2024-01-07T23:00:00Z,BTC/USD,42684.85940135,42815.83924912,42681.25725078,42812.22635013,102.57567932
2024-01-08T00:00:00Z,BTC/USD,42812.22635013,42967.15737868,42807.02149443,42961.93432238,85.42797949
2024-01-08T01:00:00Z,BTC/USD,42961.93432238,43024.82942316,42960.28972291,43023.18247909,95.16415457
2024-01-08T02:00:00Z,BTC/USD,43023.18247909,43130.20694841,43004.59630783,43111.58258798,110.44918832
2024-01-08T03:00:00Z,BTC/USD,43111.58258798,43151.32526627,43086.79719130,43126.53127539,113.27697141
2024-01-08T04:00:00Z,BTC/USD,43126.53127539,43212.78332246,43117.61761790,43203.85368349,80.77533148
2024-01-08T05:00:00Z,BTC/USD,43203.85368349,43226.68313454,43042.18851842,43064.94456817,93.99841375
2024-01-08T06:00:00Z,BTC/USD,43064.94456817,43119.97819866,43034.55407352,43089.57032586,106.07018621
2024-01-08T07:00:00Z,BTC/USD,43089.57032586,43223.24152962,43036.92090494,43170.49323225,87.97442729
2024-01-08T08:00:00Z,BTC/USD,43170.49323225,43279.33402353,43168.90819672,43277.74505018,85.04883899
2024-01-08T09:00:00Z,BTC/USD,43277.74505018,43347.62181013,43253.35902428,43323.21016567,88.71858164
2024-01-08T10:00:00Z,BTC/USD,43323.21016567,43408.65231278,43288.08994377,43373.49133015,86.71156573
2024-01-08T11:00:00Z,BTC/USD,43373.49133015,43406.51462681,43351.02531417,43384.04314534,84.58131486
2024-01-08T12:00:00Z,BTC/USD,43384.04314534,43569.95299037,43333.17617278,43518.92786801,84.32394999
2024-01-08T13:00:00Z,BTC/USD,43518.92786801,43644.86681118,43515.90509296,43641.83549911,107.09389147
2024-01-08T14:00:00Z,BTC/USD,43641.83549911,43776.94400034,43636.13680829,43771.22841357,108.60058820
2024-01-08T15:00:00Z,BTC/USD,43771.22841357,43936.93351121,43755.82219484,43921.47441019,105.08969582
2024-01-08T16:00:00Z,BTC/USD,43921.47441019,44095.91797013,43898.89876904,44073.26430896,114.01172956
2024-01-08T17:00:00Z,BTC/USD,44073.26430896,44137.51319231,44066.66085580,44130.90110349,119.35377406
2024-01-08T18:00:00Z,BTC/USD,44130.90110349,44240.28813656,44110.94906740,44220.29568426,97.13512053
2024-01-08T19:00:00Z,BTC/USD,44220.29568426,44275.68138102,44201.21977902,44256.58981908,93.64924699
2024-01-08T20:00:00Z,BTC/USD,44256.58981908,44427.51434097,44223.24637890,44394.06732361,84.22155483
2024-01-08T21:00:00Z,BTC/USD,44394.06732361,44555.10449724,44386.37502902,44547.38563672,113.14829244
2024-01-08T22:00:00Z,BTC/USD,44547.38563672,44635.42098455,44524.41826983,44612.42008774,109.35181216
2024-01-08T23:00:00Z,BTC/USD,44612.42008774,44738.02701206,44608.61037505,44734.20689929,112.32796875
2024-01-09T00:00:00Z,BTC/USD,44734.20689929,44760.89906669,44728.09914036,44754.78849767,97.42297972
2024-01-09T01:00:00Z,BTC/USD,44754.78849767,44847.89267821,44737.22275143,44830.29729563,114.06852640
2024-01-09T02:00:00Z,BTC/USD,44830.29729563,44930.47859567,44821.95482632,44922.11903925,115.26524736
2024-01-09T03:00:00Z,BTC/USD,44922.11903925,45030.44088607,44897.02660463,45005.30198743,104.41326817
2024-01-09T04:00:00Z,BTC/USD,45005.30198743,45080.61598406,45001.55945789,45076.86750332,114.03811345
2024-01-09T05:00:00Z,BTC/USD,45076.86750332,45187.70580420,45062.70979188,45173.51773692,111.91329427
2024-01-09T06:00:00Z,BTC/USD,45173.51773692,45234.03950704,45134.27492594,45194.77822680,108.04735001
2024-01-09T07:00:00Z,BTC/USD,45194.77822680,45278.04573600,45191.59406988,45274.85593728,117.92250311
2024-01-09T08:00:00Z,BTC/USD,45274.85593728,45449.37641833,45256.34770654,45430.80443630,99.54311387
2024-01-09T09:00:00Z,BTC/USD,45430.80443630,45551.67660864,45396.05557454,45516.86192371,105.83611599
2024-01-09T10:00:00Z,BTC/USD,45516.86192371,45519.18988916,45499.69377881,45502.02098522,83.72213402
2024-01-09T11:00:00Z,BTC/USD,45502.02098522,45633.22054619,45467.66959773,45598.79609910,92.24824121
2024-01-09T12:00:00Z,BTC/USD,45598.79609910,45639.53943525,45586.13877173,45626.87431392,101.23687725
2024-01-09T13:00:00Z,BTC/USD,45626.87431392,45645.15394601,45609.83584937,45628.11501815,93.23165189
2024-01-09T14:00:00Z,BTC/USD,45628.11501815,45714.91239061,45610.76903307,45697.54001291,90.05614705
2024-01-09T15:00:00Z,BTC/USD,45697.54001291,45816.14089127,45687.26454838,45805.84107436,84.78218965
2024-01-09T16:00:00Z,BTC/USD,45805.84107436,45814.51433017,45788.81361400,45797.48528766,87.40599370
2024-01-09T17:00:00Z,BTC/USD,45797.48528766,45918.99570359,45771.72167857,45893.17826193,108.98340004
2024-01-09T18:00:00Z,BTC/USD,45893.17826193,46046.33757325,45889.07975568,46042.22575626,91.31994813
2024-01-09T19:00:00Z,BTC/USD,46042.22575626,46163.34984539,46033.29532639,46154.39765847,89.09932654
2024-01-09T20:00:00Z,BTC/USD,46154.39765847,46245.01205866,46150.87847633,46241.48623619,101.36540357
2024-01-09T21:00:00Z,BTC/USD,46241.48623619,46363.78956354,46179.65128399,46301.87385992,102.13435867
2024-01-09T22:00:00Z,BTC/USD,46301.87385992,46387.24836613,46290.49509635,46375.85142246,114.73844789
2024-01-09T23:00:00Z,BTC/USD,46375.85142246,46378.54825092,46343.82172941,46346.51685202,102.96256879
2024-01-10T00:00:00Z,BTC/USD,46346.51685202,46375.88603831,46341.74456364,46371.11121746,87.37454682
2024-01-10T01:00:00Z,BTC/USD,46371.11121746,46597.73597650,46353.60862679,46580.15448329,99.10916749
2024-01-10T02:00:00Z,BTC/USD,46580.15448329,46709.99953351,46558.96476890,46688.76041335,82.96328681
2024-01-10T03:00:00Z,BTC/USD,46688.76041335,46765.66055046,46683.12981042,46760.02135356,85.96790338
2024-01-10T04:00:00Z,BTC/USD,46760.02135356,46807.76832805,46752.36740295,46800.10781585,119.75672491
2024-01-10T05:00:00Z,BTC/USD,46800.10781585,46981.64076098,46773.15238473,46954.59634919,104.25270605
2024-01-10T06:00:00Z,BTC/USD,46954.59634919,47065.59581235,46938.35176353,47049.31845629,100.90290141
2024-01-10T07:00:00Z,BTC/USD,47049.31845629,47083.66825247,47041.53560470,47075.88100693,114.40666663
2024-01-10T08:00:00Z,BTC/USD,47075.88100693,47210.01002778,47074.62323121,47208.74870209,104.84109284
2024-01-10T09:00:00Z,BTC/USD,47208.74870209,47246.56861798,47184.11857665,47221.93161464,117.90360801
2024-01-10T10:00:00Z,BTC/USD,47221.93161464,47332.87756386,47206.24373284,47317.15804632,106.41712549
2024-01-10T11:00:00Z,BTC/USD,47317.15804632,47433.89855690,47304.96096010,47421.67452915,83.00259476
2024-01-10T12:00:00Z,BTC/USD,47421.67452915,47569.73491177,47421.23832848,47569.29735322,103.75244780
2024-01-10T13:00:00Z,BTC/USD,47569.29735322,47661.01254762,47552.61474634,47644.30363595,108.27823320
2024-01-10T14:00:00Z,BTC/USD,47644.30363595,47736.86128986,47619.23018608,47711.75234420,107.49539680
2024-01-10T15:00:00Z,BTC/USD,47711.75234420,47906.54531310,47692.42571368,47887.14763509,105.00232029
2024-01-10T16:00:00Z,BTC/USD,47887.14763509,47949.78937929,47839.83478331,47902.46139741,97.00555864
2024-01-10T17:00:00Z,BTC/USD,47902.46139741,47918.45442733,47892.90130946,47908.89305579,116.33645781
2024-01-10T18:00:00Z,BTC/USD,47908.89305579,48013.56655886,47900.72048639,48005.37753059,86.63691157
2024-01-10T19:00:00Z,BTC/USD,48005.37753059,48095.23124731,47968.05660997,48057.86951773,102.76828197
2024-01-10T20:00:00Z,BTC/USD,48057.86951773,48149.27476189,48045.84881532,48137.23420801,107.54711965
2024-01-10T21:00:00Z,BTC/USD,48137.23420801,48235.73407841,48082.52684391,48180.97700117,100.01888708
2024-01-10T22:00:00Z,BTC/USD,48180.97700117,48244.42727913,48180.59246297,48244.04223760,81.59443137
2024-01-10T23:00:00Z,BTC/USD,48244.04223760,48293.22048750,48235.22826258,48284.39913946,90.01471610
2024-01-11T00:00:00Z,BTC/USD,48284.39913946,48355.41879255,48250.89492665,48321.88856609,113.43834456
2024-01-11T01:00:00Z,BTC/USD,48321.88856609,48348.87451841,48081.32372306,48108.19033298,119.98289668
2024-01-11T02:00:00Z,BTC/USD,48108.19033298,48125.02553426,47983.33408589,48000.13147256,81.60926693
2024-01-11T03:00:00Z,BTC/USD,48000.13147256,48027.17471727,47889.29299572,47916.28900364,106.06037958
2024-01-11T04:00:00Z,BTC/USD,47916.28900364,47923.91926594,47853.86497601,47861.48651148,103.41318501
2024-01-11T05:00:00Z,BTC/USD,47861.48651148,47882.34521046,47710.27887918,47731.08074551,83.64969625
2024-01-11T06:00:00Z,BTC/USD,47731.08074551,47748.62717776,47597.88186204,47615.38576363,106.80534038
2024-01-11T07:00:00Z,BTC/USD,47615.38576363,47631.98875408,47545.11333714,47561.69760710,107.74694696
2024-01-11T08:00:00Z,BTC/USD,47561.69760710,47617.36402933,47387.84627104,47443.37420705,112.54264139
